datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2020-08-03,127944064.57520536,0.062041444208949116,851483280.5503182,0.4070748655244407,802523.3897770821,0.0004075752111064306,126666369.51145488,1277695.063750472,0.016242623329162598
2020-08-04,130333082.91197759,0.019052311916113483,900076633.2819954,0.37980153978236375,851135.2791070269,0.00037994642026845045,129066926.54102203,1266156.3709555604,0.0009410381317138672
2020-08-05,129271312.34774876,-0.007781415971269186,947660658.0687506,0.3650955208271394,898729.9103798462,0.00036517690067197373,128031537.63593784,1239774.7118109167,0.00027430057525634766
2020-08-06,130126657.09309286,0.006977351135819202,994275702.9594,0.3605985275778105,945356.5030741475,0.0003606878575570775,128910413.36667243,1216243.7264204286,-0.0030038952827453613
2020-08-07,128541475.78342767,-0.011838056510797846,1039012539.4838283,0.34379455773172923,990091.0925100892,0.00034377728926009713,127374460.82341616,1167014.9600115083,-0.011512219905853271
2020-08-10,127965916.38676454,-0.004126350172112243,1084138150.2654176,0.3510587575454547,1035243.3484507101,0.00035126604596243637,126790763.3646305,1175153.0221340358,0.0035982131958007812
2020-08-11,126117177.2894181,-0.014095071537665113,1129166532.786134,0.35187793587647603,1080293.6999428314,0.00035204961417977144,124943136.67596635,1174040.6134517454,-0.009119868278503418
2020-08-12,123624978.66214348,-0.0194137304647241,1172954819.2226717,0.3472031913309545,1124087.4403488622,0.0003472464365859647,122483823.85011147,1141154.8120320104,-0.00729215145111084
2020-08-13,122802559.5563968,-0.0063110578251419315,1215168323.4328864,0.34146419815028256,1166302.1571268237,0.00034147400658673266,121701194.32564957,1101365.2307472266,-0.0025668740272521973
2020-08-14,123752252.41859262,0.00809516091147087,1259533402.1032896,0.3612716121770139,1210715.774880521,0.00036166687334640183,122598222.6390109,1154029.7795817144,0.014867186546325684
2020-08-17,125604284.98171544,0.015336598951610238,1305395422.6983013,0.3705954412844398,1256621.8764600903,0.00037095164477727373,124407999.33459805,1196285.6471173912,0.023508787155151367
2020-08-18,126279584.2135633,0.005750456188409199,1352341525.2307723,0.3737619503928947,1303604.582476056,0.00037405336945952976,125057074.30547258,1222509.908090718,-0.0005130171775817871
2020-08-19,124130935.513241,-0.016657872999428936,1397441372.861643,0.35714282646510953,1348704.0065481276,0.00035713947232990405,122954372.14682047,1176563.3664205223,-0.014976859092712402
2020-08-20,122659269.01273556,-0.01150876673187214,1440518998.063851,0.34703375934529207,1391776.5260226063,0.00034699262755402455,121535989.62124856,1123279.391487006,-0.012979090213775635
2020-08-21,123403846.34448133,0.006424496374887736,1483939317.0103576,0.35399133955378637,1435223.223395532,0.0003542063940427909,122271256.79752919,1132589.546952147,0.008482217788696289
2020-08-24,124801497.38614812,0.011701927629275473,1530291560.1689074,0.37561424973057717,1481635.0608260923,0.0003760971704318017,123596131.13260579,1205366.2535423264,0.007843017578125
2020-08-25,123725929.87386312,-0.008254387152345706,1575687627.1255102,0.363746172180474,1527042.696493374,0.00036383886907050475,122542833.83463061,1183096.039232511,0.0012826919555664062
2020-08-26,121791993.8039364,-0.015278634478977876,1619262048.6470447,0.3521850396756603,1570615.508305679,0.0003521720293937334,120655689.99497461,1136303.80896179,-0.011722087860107422
2020-08-27,123048594.01544191,0.010679551680141973,1663316881.803093,0.36172191438928897,1614699.1888568464,0.00036195877228296534,121898679.09679344,1149914.9186484665,0.00535893440246582
2020-08-28,125817828.36144766,0.022888608599605613,1710432115.5830607,0.38289940780676524,1661875.9500023169,0.0003833994327440264,124592035.47293901,1225792.8885086477,0.02386641502380371
2020-08-31,125161563.43720968,-0.004846030127979304,1756961822.5717232,0.3698180742318378,1708423.887363794,0.00036996296922050604,123945857.74043316,1215705.6967765242,-0.005790412425994873
